Entity,Code,Year,Numeracy (total) (Baten 2015)
United States,USA,1810,85.079
United States,USA,1820,86.9626
United States,USA,1830,89.9822
United States,USA,1840,90.2625
United States,USA,1850,95.4275
United States,USA,1860,95.11
United States,USA,1870,95.506
United States,USA,1880,95.3721
United States,USA,1890,98.6996
United States,USA,1900,96.4088
United States,USA,1910,99.0635
United States,USA,1920,98.1294
United States,USA,1930,99.6106
United States,USA,1940,100
United States,USA,1950,99.7713
United States,USA,1960,98.1128
Uruguay,URY,1780,70.4082
Uruguay,URY,1790,68.4141
Uruguay,URY,1800,74.6559
Uruguay,URY,1810,77.391
Uruguay,URY,1820,78.8462
Uruguay,URY,1830,80.4348
Uruguay,URY,1840,86.3257
Uruguay,URY,1880,97.4864
Uruguay,URY,1890,99.0369
Uruguay,URY,1900,98.8979
Uruguay,URY,1910,97.7684
Uruguay,URY,1920,98.6549
Uruguay,URY,1930,98.5176
Uruguay,URY,1940,98.6001
Uruguay,URY,1950,98.99
Uzbekistan,UZB,1820,75.0858
Uzbekistan,UZB,1830,66.7441
Uzbekistan,UZB,1840,65.4884
Uzbekistan,UZB,1850,71.0322
Uzbekistan,UZB,1860,66.2325
Uzbekistan,UZB,1880,84.3827
Uzbekistan,UZB,1890,88.9075
Uzbekistan,UZB,1900,90.3577
Uzbekistan,UZB,1910,91.3645
Uzbekistan,UZB,1920,94.6785
Uzbekistan,UZB,1930,96.3345
Uzbekistan,UZB,1940,99.9037
Vanuatu,VUT,1910,95.8279
Vanuatu,VUT,1920,97.1892
Vanuatu,VUT,1930,98.4103
Vanuatu,VUT,1940,98.119
Vanuatu,VUT,1950,97.9222
Vanuatu,VUT,1960,98.2086
Vietnam,VNM,1910,100
Vietnam,VNM,1920,100
Vietnam,VNM,1930,100
Vietnam,VNM,1940,100
Vietnam,VNM,1950,100
Vietnam,VNM,1960,99.3144
Yemen,YEM,1940,60.6534
Yemen,YEM,1950,62.0108
Yemen,YEM,1960,65.741
Zambia,ZMB,1890,90.1263
Zambia,ZMB,1900,92.3285
Zambia,ZMB,1910,83.884
Zambia,ZMB,1920,90.9994
Zambia,ZMB,1930,94.34200000000001
Zambia,ZMB,1940,94.81299999999999
Zimbabwe,ZWE,1940,100
Zimbabwe,ZWE,1950,97.8363
Zimbabwe,ZWE,1960,93.4641
